eb291a11-72fa-11e8-9d5d-816bf79a5179,Windows 10,desktop,Chrome,em,https://mg.mail.yahoo.com/
eb291a12-72fa-11e8-9d5d-816bf79a5179,Windows 7,desktop,Chrome,em,http://www.drudgereport.com/
eb298f41-72fa-11e8-811f-dd8509440f4f,Windows 10,desktop,Chrome,em,https://mg.mail.yahoo.com/
eb2ac7c0-72fa-11e8-9d31-b1c32a984074,Mac OS X,desktop,Chrome,em,https://outlook.live.com/
eb2b3cf0-72fa-11e8-b4d2-ff7cf681b762,Windows 10,desktop,Chrome,em,https://mail.yahoo.com/
eb2b3cf0-72fa-11e8-9d31-b1c32a984074,Windows 10,desktop,Chrome,em,https://mail.yahoo.com/
eb2b6400-72fa-11e8-811f-dd8509440f4f,Windows 10,desktop,Chrome,em,https://mail.yahoo.com/
eb2bd931-72fa-11e8-b4d2-ff7cf681b762,iOS,mobile,Mobile Safari,em,https://www.zulily.com/e/what-makes-the-outdoors-so-great-301669.html?page=3&lastPos=0
eb2dfc10-72fa-11e8-9dff-19eb648af421,Android,mobile,Chrome Mobile,em,https://s.yimg.com/rq/darla/3-4-1/html/r-sf.html
eb2f3490-72fa-11e8-9d5d-816bf79a5179,Windows 7,desktop,Chrome,em,https://mail.yahoo.com/
eb2f5ba0-72fa-11e8-9d5d-816bf79a5179,Windows 7,desktop,Chrome,em,https://mail.yahoo.com/
eb321ac0-72fa-11e8-9dff-19eb648af421,Windows 7,desktop,Chrome,em,https://mail.yahoo.com/
eb321ac0-72fa-11e8-9d31-b1c32a984074,Windows 7,desktop,Chrome,em,https://mail.yahoo.com/
eb321ac1-72fa-11e8-9dff-19eb648af421,Windows 7,desktop,Chrome,em,https://mail.yahoo.com/
eb32de10-72fa-11e8-b4d2-ff7cf681b762,Windows 10,desktop,IE,em,https://mail.yahoo.com/neo/launch?.src=ym&reason=myc
eb330520-72fa-11e8-bcd9-83d56a926b28,Windows 10,desktop,IE,em,https://mail.yahoo.com/neo/launch?.src=ym&reason=myc
eb332c30-72fa-11e8-9dff-19eb648af421,Windows 10,desktop,IE,em,https://mail.yahoo.com/neo/launch?.src=ym&reason=myc
eb332c31-72fa-11e8-9dff-19eb648af421,Windows 10,desktop,IE,em,https://mail.yahoo.com/neo/launch?.src=ym&reason=myc
eb332c31-72fa-11e8-bcd9-83d56a926b28,Android,mobile,Chrome Mobile,em,http://aax-us-east.amazon-adsystem.com/e/dtb/impi?b=IlJcAnxuebTTW8j-xDJBhYwAAAFkExEP4QEAAAy_ARv36cg&rnd=3381385749891529328249168&pp=13snqww&p=cy914w&crid=15-dhe4qutg
eb33c870-72fa-11e8-b4d2-ff7cf681b762,Windows 10,desktop,Firefox,em,https://ad2.cdns.turn.com/server/ddcssl.htm?uid=2861286513237606972&mktid=705&mpid=&fpid=-1&pid=21&rnd=8561988439612350575&nu=n&sp=n&ctid=1&cyid=2&app=n&et=n&synct=16&gdpr=&gdpr_consent=
eb341690-72fa-11e8-be4b-c52fb35d48ed,Windows 10,desktop,Chrome,em,https://mail.aol.com/
eb341690-72fa-11e8-b4d2-ff7cf681b762,Windows 10,desktop,Chrome,em,https://mail.aol.com/
eb343da0-72fa-11e8-9d31-b1c32a984074,Windows 10,desktop,Chrome,em,https://mail.aol.com/
eb34b2d0-72fa-11e8-bcd9-83d56a926b28,Android,mobile,Chrome Mobile,em,https://spinditty.com/learning/6-Tips-to-Better-Singing
